Step,autoenc_loss,critic_loss,epoch
2,0.08001708984375,0.0400885678827762,45.0
4,0.07733154296875,0.0438570827245712,45.0
6,0.07977294921875,0.0653652027249336,45.0
8,0.08221435546875,0.0675092563033104,45.0
10,0.0897216796875,0.037982989102602,45.0
12,0.08135986328125,0.0447398275136947,45.0
14,0.08282470703125,0.0545475557446479,45.0
16,0.0802001953125,0.0474949069321155,45.0
18,0.08587646484375,0.0398265495896339,45.0
20,0.08599853515625,0.0528042465448379,45.0
22,0.09442138671875,0.049183614552021,45.0
24,0.0875244140625,0.0424491502344608,45.0
26,0.08160400390625,0.0567394495010376,45.0
28,0.07818603515625,0.0350871086120605,45.0
30,0.09130859375,0.0705986097455024,45.0
32,0.08477783203125,0.0436914190649986,45.0
34,0.07867431640625,0.0433998294174671,45.0
36,0.08306884765625,0.0533980503678321,45.0
38,0.0836181640625,0.0481194742023944,45.0
40,0.08624267578125,0.0570894554257392,45.0
42,0.0784912109375,0.043844137340784,45.0
44,0.085205078125,0.0660833418369293,45.0
46,0.08734130859375,0.0382512845098972,45.0
48,0.0806884765625,0.0447496213018894,45.0
50,0.0775146484375,0.04446791857481,45.0
52,0.086181640625,0.0617143511772155,45.0
54,0.07928466796875,0.0391940250992774,45.0
56,0.0889892578125,0.0479750335216522,45.0
58,0.08465576171875,0.0682704001665115,45.0
60,0.08148193359375,0.040785051882267,45.0
62,0.0926513671875,0.0336920619010925,45.0
64,0.0870361328125,0.0507693365216255,45.0
66,0.08099365234375,0.0451631844043731,45.0
68,0.0867919921875,0.0448658764362335,45.0
70,0.08367919921875,0.0569923669099807,45.0
72,0.08319091796875,0.0506826825439929,45.0
74,0.08465576171875,0.0338150821626186,45.0
76,0.0806884765625,0.0319522842764854,45.0
78,0.07708740234375,0.0627613887190818,45.0
80,0.082763671875,0.0367451645433902,45.0
82,0.08575439453125,0.0322598442435264,45.0
84,0.09307861328125,0.0399027280509471,45.0
86,0.09283447265625,0.0420020297169685,45.0
88,0.08441162109375,0.0529876127839088,45.0
90,0.0816650390625,0.0453500524163246,45.0
93,0.08074951171875,0.034580510109663,46.0
95,0.0765380859375,0.0453264787793159,46.0
97,0.0826416015625,0.0333236269652843,46.0
99,0.082763671875,0.0626336634159088,46.0
101,0.08612060546875,0.0433346256613731,46.0
103,0.0811767578125,0.041458636522293,46.0
105,0.0792236328125,0.0459325425326824,46.0
107,0.08636474609375,0.0424299053847789,46.0
109,0.07818603515625,0.035002201795578,46.0
111,0.0831298828125,0.0431923456490039,46.0
113,0.08453369140625,0.0573931336402893,46.0
115,0.08245849609375,0.0279275625944137,46.0
117,0.08294677734375,0.0438329502940177,46.0
119,0.0797119140625,0.0559436455368995,46.0
121,0.08282470703125,0.0530949085950851,46.0
123,0.08526611328125,0.0286823734641075,46.0
125,0.089599609375,0.058626364916563,46.0
127,0.0784912109375,0.0453467443585395,46.0
129,0.09033203125,0.0467434711754322,46.0
131,0.09234619140625,0.0567399486899375,46.0
133,0.0869140625,0.0483348257839679,46.0
135,0.0751953125,0.0509520322084426,46.0
137,0.086181640625,0.0401710346341133,46.0
139,0.0762939453125,0.0318754911422729,46.0
141,0.08294677734375,0.0563211664557457,46.0
143,0.07391357421875,0.0415010191500186,46.0
145,0.086181640625,0.0498903580009937,46.0
147,0.0802001953125,0.0432616397738456,46.0
149,0.0831298828125,0.0440944097936153,46.0
151,0.08697509765625,0.0421902872622013,46.0
153,0.08892822265625,0.0521449111402034,46.0
155,0.081298828125,0.0477297380566597,46.0
157,0.0919189453125,0.053524512797594,46.0
159,0.0838623046875,0.0388022996485233,46.0
161,0.07635498046875,0.0369469933211803,46.0
163,0.0836181640625,0.0697594881057739,46.0
165,0.0858154296875,0.0360688045620918,46.0
167,0.09051513671875,0.0462030619382858,46.0
169,0.0780029296875,0.0264005288481712,46.0
171,0.0860595703125,0.0445219129323959,46.0
173,0.087890625,0.039965558797121,46.0
175,0.08221435546875,0.037940751761198,46.0
177,0.0777587890625,0.0347200408577919,46.0
179,0.0789794921875,0.0395367518067359,46.0
181,0.08197021484375,0.0531612299382686,46.0
183,0.0831298828125,0.0334204584360122,46.0
186,0.09100341796875,0.0595058016479015,47.0
188,0.07330322265625,0.0498259328305721,47.0
190,0.08489990234375,0.0465567447245121,47.0
192,0.0802001953125,0.0514299944043159,47.0
194,0.08465576171875,0.0454678796231746,47.0
196,0.0859375,0.0498346015810966,47.0
198,0.0836181640625,0.049850795418024,47.0
200,0.093505859375,0.0414202511310577,47.0
202,0.08233642578125,0.0579540804028511,47.0
204,0.08648681640625,0.0611253902316093,47.0
206,0.0831298828125,0.044157788157463,47.0
208,0.0889892578125,0.04572594165802,47.0
210,0.0970458984375,0.0472209751605987,47.0
212,0.08807373046875,0.0539869554340839,47.0
214,0.089599609375,0.0412205606698989,47.0
216,0.08837890625,0.0503405556082725,47.0
218,0.081298828125,0.0378786511719226,47.0
220,0.0880126953125,0.0481616333127021,47.0
222,0.0809326171875,0.0582001358270645,47.0
224,0.0750732421875,0.0450261533260345,47.0
226,0.07611083984375,0.0472651906311512,47.0
228,0.08154296875,0.0331910476088523,47.0
230,0.08154296875,0.0582465566694736,47.0
232,0.08349609375,0.0387546457350254,47.0
234,0.09210205078125,0.047681700438261,47.0
236,0.076171875,0.0427053123712539,47.0
238,0.078369140625,0.0533424690365791,47.0
240,0.07708740234375,0.0382574722170829,47.0
242,0.08551025390625,0.0597796775400638,47.0
244,0.08062744140625,0.0613822415471077,47.0
246,0.08135986328125,0.0429516248404979,47.0
248,0.07696533203125,0.041641391813755,47.0
250,0.07958984375,0.036294475197792,47.0
252,0.08673095703125,0.0545784346759319,47.0
254,0.08111572265625,0.0418915376067161,47.0
256,0.089111328125,0.0412401109933853,47.0
258,0.0833740234375,0.0534397065639495,47.0
260,0.1099853515625,0.0411793813109397,47.0
262,0.08837890625,0.0508344136178493,47.0
264,0.08575439453125,0.0322771146893501,47.0
266,0.08502197265625,0.0633211657404899,47.0
268,0.08660888671875,0.0511178486049175,47.0
270,0.08306884765625,0.0500509440898895,47.0
272,0.0791015625,0.0377979055047035,47.0
274,0.07855224609375,0.0405032932758331,47.0
276,0.08544921875,0.0534519292414188,47.0
279,0.08734130859375,0.0384906157851219,48.0
281,0.08685302734375,0.0621117837727069,48.0
283,0.0869140625,0.0484228059649467,48.0
285,0.09722900390625,0.0354652926325798,48.0
287,0.0792236328125,0.0553102828562259,48.0
289,0.0826416015625,0.0415920242667198,48.0
291,0.080810546875,0.0253584552556276,48.0
293,0.0732421875,0.0498663485050201,48.0
295,0.0755615234375,0.0371216014027595,48.0
297,0.08062744140625,0.0612353235483169,48.0
299,0.08111572265625,0.0485410690307617,48.0
301,0.08062744140625,0.0400241613388061,48.0
303,0.08526611328125,0.0347479730844497,48.0
305,0.086181640625,0.0446126349270343,48.0
307,0.08074951171875,0.061073649674654,48.0
309,0.08135986328125,0.034796766936779,48.0
311,0.08367919921875,0.0661472529172897,48.0
313,0.0758056640625,0.0487328544259071,48.0
315,0.083740234375,0.0457817912101745,48.0
317,0.08441162109375,0.0439318343997001,48.0
319,0.08270263671875,0.0364871770143508,48.0
321,0.0849609375,0.053309217095375,48.0
323,0.0882568359375,0.0456985607743263,48.0
325,0.07635498046875,0.0542232021689415,48.0
327,0.08343505859375,0.0491881966590881,48.0
329,0.07159423828125,0.0531423240900039,48.0
331,0.09051513671875,0.0341201163828372,48.0
333,0.08544921875,0.0649086236953735,48.0
335,0.08050537109375,0.055546935647726,48.0
337,0.09088134765625,0.0472112670540809,48.0
339,0.08612060546875,0.0398822501301765,48.0
341,0.08697509765625,0.0559060238301754,48.0
343,0.09765625,0.0379298999905586,48.0
345,0.0777587890625,0.0330027528107166,48.0
347,0.0885009765625,0.034090906381607,48.0
349,0.095703125,0.0485748797655105,48.0
351,0.08392333984375,0.0510148368775844,48.0
353,0.08282470703125,0.0436639487743377,48.0
355,0.0821533203125,0.0508910045027732,48.0
357,0.07745361328125,0.0606226846575737,48.0
359,0.08184814453125,0.0557279139757156,48.0
361,0.09124755859375,0.0601663067936897,48.0
363,0.0792236328125,0.0398548394441604,48.0
365,0.08477783203125,0.033704899251461,48.0
367,0.08538818359375,0.028948750346899,48.0
369,0.08160400390625,0.0401661470532417,48.0
374,0.07757568359375,0.048327162861824,49.0
376,0.08929443359375,0.062760517001152,49.0
378,0.07525634765625,0.0371088609099388,49.0
380,0.0885009765625,0.0480670556426048,49.0
382,0.08355712890625,0.0374249406158924,49.0
384,0.07501220703125,0.0464502610266208,49.0
386,0.076904296875,0.0378968752920627,49.0
388,0.08416748046875,0.0378437750041484,49.0
390,0.077392578125,0.0370926074683666,49.0
392,0.09661865234375,0.0446087568998336,49.0
394,0.0804443359375,0.0349965170025825,49.0
396,0.08099365234375,0.0341779105365276,49.0
398,0.08587646484375,0.0465776473283767,49.0
400,0.0804443359375,0.0644038692116737,49.0
402,0.07611083984375,0.0480530112981796,49.0
404,0.076416015625,0.0521390959620475,49.0
406,0.07769775390625,0.0401443243026733,49.0
408,0.08087158203125,0.0422024168074131,49.0
410,0.078369140625,0.0438251197338104,49.0
412,0.075927734375,0.0629638135433197,49.0
414,0.09185791015625,0.0489745400846004,49.0
416,0.0772705078125,0.0258973091840744,49.0
418,0.0782470703125,0.0540200099349021,49.0
420,0.07916259765625,0.0566178523004055,49.0
422,0.07537841796875,0.044226735830307,49.0
424,0.0804443359375,0.0338432118296623,49.0
426,0.08941650390625,0.0333527661859989,49.0
428,0.08941650390625,0.0283698253333568,49.0
430,0.0748291015625,0.0522112920880317,49.0
432,0.0826416015625,0.0480846166610717,49.0
434,0.08563232421875,0.0445459932088851,49.0
436,0.076416015625,0.0340969525277614,49.0
438,0.07647705078125,0.0616811662912368,49.0
440,0.08880615234375,0.045130930840969,49.0
442,0.07269287109375,0.0467073433101177,49.0
444,0.08221435546875,0.0460560396313667,49.0
446,0.0726318359375,0.0509462282061576,49.0
448,0.08563232421875,0.0466072969138622,49.0
450,0.07623291015625,0.0584897063672542,49.0
452,0.084716796875,0.0454002767801284,49.0
454,0.08270263671875,0.0483621098101139,49.0
456,0.08184814453125,0.0506925582885742,49.0
458,0.083251953125,0.0701447278261184,49.0
460,0.07861328125,0.0507634580135345,49.0
462,0.08563232421875,0.042966790497303,49.0
464,0.09210205078125,0.0144309485331177,49.0
467,0.0828857421875,0.0383796542882919,50.0
469,0.07861328125,0.0434000641107559,50.0
471,0.0841064453125,0.0393028147518634,50.0
473,0.0845947265625,0.044575311243534,50.0
475,0.0850830078125,0.0389581620693206,50.0
477,0.08966064453125,0.0525964386761188,50.0
479,0.07806396484375,0.0483365543186664,50.0
481,0.076171875,0.0519884750247001,50.0
483,0.09320068359375,0.0449986234307289,50.0
485,0.0855712890625,0.056860901415348,50.0
487,0.0799560546875,0.036767654120922,50.0
489,0.0777587890625,0.0414599627256393,50.0
491,0.080810546875,0.0430556796491146,50.0
493,0.07598876953125,0.0281185582280159,50.0
495,0.08599853515625,0.0555683746933937,50.0
497,0.08416748046875,0.0536127313971519,50.0
499,0.08294677734375,0.0399210676550865,50.0
501,0.076904296875,0.0471406802535057,50.0
503,0.0859375,0.0485550388693809,50.0
505,0.0760498046875,0.0584089420735836,50.0
507,0.075927734375,0.0571516491472721,50.0
509,0.07513427734375,0.0448701456189155,50.0
511,0.0789794921875,0.0384915247559547,50.0
513,0.0762939453125,0.0366409420967102,50.0
515,0.08270263671875,0.061122853308916,50.0
517,0.07861328125,0.050006553530693,50.0
519,0.081787109375,0.0315192192792892,50.0
521,0.08013916015625,0.070885993540287,50.0
523,0.07928466796875,0.0486179515719413,50.0
525,0.0836181640625,0.0341038554906845,50.0
527,0.0897216796875,0.0399220511317253,50.0
529,0.08160400390625,0.0558173693716526,50.0
531,0.082763671875,0.0527934022247791,50.0
533,0.083740234375,0.0588739104568958,50.0
535,0.08819580078125,0.0396139547228813,50.0
537,0.08160400390625,0.0494199767708778,50.0
539,0.0802001953125,0.0502429008483886,50.0
541,0.07916259765625,0.0454391501843929,50.0
543,0.08001708984375,0.0557860173285007,50.0
545,0.08343505859375,0.0476731434464454,50.0
547,0.08184814453125,0.0596071109175682,50.0
549,0.0843505859375,0.0438267439603805,50.0
551,0.08148193359375,0.0641549676656723,50.0
